id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration
id0000530,2,2016-02-08 06:58:29,2016-02-08 07:07:12,1,-73.990020751953125,40.756385803222656,-73.969657897949219,40.760475158691406,N,523
id0000531,1,2016-03-11 16:03:57,2016-03-11 16:36:57,1,-73.975517272949219,40.792293548583984,-73.999626159667969,40.758037567138672,N,1980
id0000534,2,2016-04-29 13:43:58,2016-04-29 13:44:52,4,-73.97637939453125,40.788410186767578,-73.977226257324219,40.791000366210937,N,54
id0000539,1,2016-01-17 17:08:22,2016-01-17 17:17:33,1,-73.976470947265625,40.765167236328125,-73.987457275390625,40.75555419921875,N,551
id0000540,2,2016-01-12 08:14:26,2016-01-12 08:30:40,1,-73.977645874023438,40.752853393554687,-73.995628356933594,40.730819702148437,N,974
id0000541,1,2016-02-09 10:56:17,2016-02-09 11:00:25,1,-74.010101318359375,40.720306396484375,-74.015182495117187,40.717426300048828,N,248
id0000542,1,2016-05-31 20:31:57,2016-05-31 20:54:09,1,-73.991470336914063,40.747226715087891,-73.95086669921875,40.775596618652344,N,1332
id0000543,2,2016-04-20 07:32:10,2016-04-20 07:42:42,1,-73.946563720703125,40.806415557861328,-73.969688415527344,40.789768218994141,N,632
id0000544,1,2016-01-14 16:37:45,2016-01-14 17:48:23,1,-73.986579895019531,40.760807037353516,-73.942207336425781,40.756633758544922,N,4238
id0000545,2,2016-02-14 11:46:49,2016-02-14 11:55:35,1,-73.957778930664063,40.766071319580078,-73.982391357421875,40.774990081787109,N,526
id0000547,1,2016-01-27 13:53:10,2016-01-27 14:05:44,1,-73.956489562988281,40.767993927001953,-73.959915161132813,40.781406402587891,N,754
id0000555,1,2016-06-26 10:07:11,2016-06-26 10:33:13,1,-73.972648620605469,40.785896301269531,-73.996742248535156,40.716331481933594,N,1562
id0000563,1,2016-06-07 11:25:28,2016-06-07 11:31:53,1,-73.983833312988281,40.775707244873047,-73.978630065917969,40.787551879882813,N,385
id0000565,1,2016-06-24 14:09:40,2016-06-24 14:59:11,1,-73.991447448730469,40.754917144775391,-73.977455139160156,40.698616027832031,N,2971
id0000569,1,2016-01-03 19:51:38,2016-01-03 19:53:41,3,-73.96197509765625,40.767734527587891,-73.958587646484375,40.77301025390625,N,123
id0000570,1,2016-06-06 19:39:49,2016-06-06 19:53:48,1,-73.978904724121094,40.740642547607422,-73.985397338867187,40.697498321533203,N,839
id0000571,1,2016-05-03 15:24:29,2016-05-03 15:42:45,1,-73.974784851074219,40.761238098144531,-73.951934814453125,40.766239166259766,N,1096
id0000577,2,2016-04-29 13:53:31,2016-04-29 13:55:25,5,-73.983413696289062,40.734516143798828,-73.988334655761719,40.727634429931641,N,114
id0000578,2,2016-06-15 13:43:31,2016-06-15 14:13:00,2,-73.864013671875,40.769729614257813,-73.829071044921875,40.848190307617188,N,1769
id0000579,2,2016-05-18 20:43:21,2016-05-18 20:49:29,1,-73.98876953125,40.744319915771484,-73.983757019042969,40.749820709228516,N,368
id0000580,1,2016-05-11 08:47:45,2016-05-11 09:14:45,1,-73.959678649902344,40.771312713623047,-74.001564025878906,40.715965270996094,N,1620
id0000585,1,2016-06-21 13:32:49,2016-06-21 13:52:39,1,-73.998023986816406,40.726043701171875,-74.002754211425781,40.760570526123047,N,1190
id0000586,1,2016-01-18 10:37:21,2016-01-18 11:01:13,1,-73.994621276855469,40.750484466552734,-73.953956604003906,40.766971588134766,N,1432
id0000588,2,2016-04-02 14:52:33,2016-04-02 15:16:00,6,-73.966438293457031,40.762367248535156,-74.000411987304688,40.720718383789063,N,1407
id0000591,2,2016-05-03 07:50:27,2016-05-03 08:30:13,1,-73.975418090820313,40.757320404052734,-73.865318298339844,40.770759582519531,N,2386
id0000592,2,2016-05-17 00:03:47,2016-05-17 00:06:56,1,-73.98651123046875,40.733150482177734,-73.979583740234375,40.7440185546875,N,189
id0000593,1,2016-01-03 16:36:32,2016-01-03 16:44:32,1,-73.97894287109375,40.761554718017578,-73.992401123046875,40.767555236816406,N,480
id0000597,2,2016-02-23 15:59:29,2016-02-23 16:09:18,5,-73.983871459960937,40.753776550292969,-73.991584777832031,40.750164031982422,N,589
id0000598,1,2016-06-26 03:23:44,2016-06-26 03:28:03,2,-73.956314086914062,40.775211334228516,-73.945526123046875,40.782676696777344,N,259
id0000602,2,2016-03-27 01:32:46,2016-03-27 01:43:19,1,-73.967369079589844,40.756610870361328,-74.00189208984375,40.732940673828125,N,633
id0000603,2,2016-06-06 17:15:44,2016-06-06 17:27:29,5,-73.952484130859375,40.789520263671875,-73.962440490722656,40.804851531982422,N,705
id0000607,2,2016-02-05 11:31:32,2016-02-05 11:46:56,1,-74.003074645996094,40.73138427734375,-73.988555908203125,40.734146118164063,N,924
id0000609,1,2016-05-09 06:58:47,2016-05-09 07:06:56,1,-73.954597473144531,40.783981323242187,-73.967765808105469,40.761379241943359,N,489
id0000617,2,2016-06-13 21:45:15,2016-06-13 21:56:44,1,-73.988899230957031,40.742950439453125,-73.987693786621094,40.765399932861328,N,689
id0000619,2,2016-05-26 00:26:13,2016-05-26 00:32:26,2,-73.962852478027344,40.766700744628906,-73.939933776855469,40.794540405273438,N,373
id0000626,1,2016-04-22 02:23:08,2016-04-22 02:28:36,1,-73.994911193847656,40.721584320068359,-73.975540161132813,40.733196258544922,Y,328
id0000629,2,2016-05-20 01:12:43,2016-05-20 01:19:43,2,-73.967521667480469,40.756401062011719,-73.956329345703125,40.771339416503906,N,420
id0000630,1,2016-01-09 00:47:32,2016-01-09 00:49:30,1,-73.958244323730469,40.773002624511719,-73.953094482421875,40.782695770263672,N,118
id0000631,2,2016-01-01 13:59:41,2016-01-01 14:06:00,1,-73.9810791015625,40.730766296386719,-73.999176025390625,40.7384033203125,N,379
id0000632,1,2016-06-05 11:45:47,2016-06-05 12:04:24,4,-73.985801696777344,40.763252258300781,-73.976089477539063,40.776405334472656,N,1117
id0000634,2,2016-03-18 08:46:24,2016-03-18 09:03:22,1,-73.978248596191406,40.762683868408203,-73.954086303710938,40.770408630371094,N,1018
id0000638,1,2016-02-27 10:25:21,2016-02-27 10:31:58,1,-73.985389709472656,40.741390228271484,-74.000808715820313,40.729496002197266,N,397
id0000643,1,2016-03-21 21:19:32,2016-03-21 21:32:53,1,-73.986404418945313,40.752109527587891,-73.953231811523438,40.771583557128906,N,801
id0000644,2,2016-04-13 13:33:16,2016-04-13 13:39:15,2,-74.004508972167969,40.757213592529297,-74.006721496582031,40.75140380859375,N,359
id0000658,1,2016-02-18 11:57:37,2016-02-18 12:15:27,1,-73.97723388671875,40.758560180664063,-74.005744934082031,40.745075225830078,N,1070
id0000659,1,2016-02-15 14:53:51,2016-02-15 14:57:04,4,-73.977684020996094,40.758129119873047,-73.982894897460938,40.760143280029297,N,193
id0000662,1,2016-02-20 04:14:17,2016-02-20 04:22:49,1,-73.989814758300781,40.729625701904297,-73.999473571777344,40.743930816650391,N,512
id0000663,1,2016-06-20 16:25:11,2016-06-20 16:34:31,4,-74.016120910644531,40.7047119140625,-74.014892578125,40.709499359130859,N,560
id0000664,1,2016-01-30 18:12:18,2016-01-30 18:28:51,1,-73.977821350097656,40.787273406982422,-73.95501708984375,40.771595001220703,N,993
id0000667,1,2016-05-19 19:05:41,2016-05-19 19:29:55,1,-73.989738464355469,40.7724609375,-73.945899963378906,40.773658752441406,N,1454
id0000670,2,2016-05-15 16:06:09,2016-05-15 16:18:57,1,-73.975830078125,40.781608581542969,-73.983123779296875,40.75927734375,N,768
id0000672,1,2016-02-10 17:03:47,2016-02-10 17:52:18,2,-73.972259521484375,40.797317504882813,-73.982498168945313,40.782352447509766,N,2911
id0000674,1,2016-03-17 09:56:33,2016-03-17 10:27:42,1,-74.006690979003906,40.736125946044922,-73.9766845703125,40.780296325683594,N,1869
id0000679,1,2016-04-12 19:24:38,2016-04-12 19:36:15,1,-73.988578796386719,40.745285034179688,-73.987075805664063,40.726852416992188,N,697
id0000680,1,2016-02-06 02:42:31,2016-02-06 02:47:31,1,-73.976181030273438,40.777469635009766,-73.989288330078125,40.767486572265625,N,300
id0000683,2,2016-06-26 09:07:15,2016-06-26 09:23:50,1,-73.957283020019531,40.774417877197266,-73.864120483398438,40.769771575927734,N,995
id0000687,2,2016-01-25 20:26:48,2016-01-25 20:30:41,5,-73.977767944335937,40.748809814453125,-73.979377746582031,40.742149353027344,N,233
id0000688,2,2016-05-06 07:23:48,2016-05-06 07:39:26,1,-73.963386535644531,40.765522003173828,-73.98602294921875,40.751956939697266,N,938
id0000689,2,2016-02-14 12:12:53,2016-02-14 12:25:13,1,-73.99407958984375,40.756500244140625,-74.000312805175781,40.7276611328125,N,740
id0000691,1,2016-02-27 18:51:06,2016-02-27 19:15:30,1,-73.955848693847656,40.772075653076172,-73.987083435058594,40.720790863037109,N,1464
id0000695,2,2016-06-12 20:33:54,2016-06-12 20:43:39,5,-73.939277648925781,40.805103302001953,-73.953582763671875,40.771766662597656,N,585
id0000696,2,2016-06-08 15:35:56,2016-06-08 15:48:53,1,-73.964813232421875,40.759349822998047,-73.957786560058594,40.782230377197266,N,777
id0000702,1,2016-05-01 10:28:49,2016-05-01 10:33:12,1,-73.953399658203125,40.779525756835938,-73.954727172851563,40.7857666015625,N,263
id0000703,1,2016-01-08 15:57:00,2016-01-08 16:00:34,1,-73.971946716308594,40.794593811035156,-73.964195251464844,40.806472778320313,N,214
id0000704,2,2016-03-06 11:08:44,2016-03-06 11:22:56,2,-73.99102783203125,40.734828948974609,-73.974159240722656,40.763351440429688,N,852
id0000705,2,2016-03-30 19:41:02,2016-03-30 19:52:45,1,-73.980674743652344,40.765552520751953,-73.991477966308594,40.749832153320313,N,703
id0000707,2,2016-04-12 11:32:10,2016-04-12 11:36:04,1,-73.975883483886719,40.744968414306641,-73.979637145996094,40.746265411376953,N,234
id0000711,1,2016-03-05 19:09:33,2016-03-05 19:21:06,1,-73.945884704589844,40.773464202880859,-73.973884582519531,40.764331817626953,N,693
id0000712,1,2016-05-08 21:35:11,2016-05-08 21:42:27,1,-73.976585388183594,40.751743316650391,-73.983604431152344,40.75970458984375,N,436
id0000713,2,2016-06-10 16:14:20,2016-06-10 16:21:58,2,-73.996040344238281,40.738456726074219,-74.004661560058594,40.74798583984375,N,458
id0000722,1,2016-06-25 15:01:17,2016-06-25 15:05:22,1,-73.962287902832031,40.773513793945313,-73.969642639160156,40.762641906738281,N,245
id0000723,1,2016-03-31 19:37:15,2016-03-31 19:40:34,1,-73.986465454101563,40.766506195068359,-73.985107421875,40.773967742919922,N,199
id0000730,2,2016-05-23 11:36:19,2016-05-23 11:58:11,1,-73.982559204101563,40.756698608398438,-74.00274658203125,40.73992919921875,N,1312
id0000743,1,2016-03-23 14:47:19,2016-03-23 15:08:52,1,-73.980873107910156,40.746372222900391,-73.9910888671875,40.760318756103516,Y,1293
id0000744,2,2016-06-28 08:16:01,2016-06-28 08:28:35,1,-73.993782043457031,40.766979217529297,-73.952133178710937,40.790569305419922,N,754
id0000745,1,2016-03-03 09:06:34,2016-03-03 09:18:52,1,-73.994682312011719,40.68487548828125,-73.990692138671875,40.69281005859375,N,738
id0000746,2,2016-03-30 14:18:03,2016-03-30 14:48:47,2,-73.97003173828125,40.755958557128906,-74.004051208496094,40.710380554199219,N,1844
id0000747,2,2016-03-17 21:15:41,2016-03-17 21:26:38,1,-73.98773193359375,40.750755310058594,-73.986610412597656,40.7340087890625,N,657
id0000750,1,2016-03-18 21:32:47,2016-03-18 21:40:13,1,-73.999908447265625,40.726837158203125,-73.989273071289063,40.723030090332031,N,446
id0000751,1,2016-03-31 23:28:45,2016-03-31 23:38:19,1,-73.952369689941406,40.810634613037109,-73.92706298828125,40.843395233154297,N,574
id0000753,2,2016-02-08 06:00:42,2016-02-08 06:03:03,1,-73.980781555175781,40.733890533447266,-73.971778869628906,40.746299743652344,N,141
id0000760,2,2016-06-14 13:24:26,2016-06-14 13:32:35,2,-73.974212646484375,40.765270233154297,-73.977561950683594,40.776988983154297,N,489
id0000761,2,2016-01-22 15:54:29,2016-01-22 16:58:39,2,-73.86309814453125,40.769588470458984,-74.002677917480469,40.720100402832031,N,3850
id0000765,2,2016-03-13 20:12:14,2016-03-13 20:16:44,1,-73.958061218261719,40.764842987060547,-73.955001831054687,40.778343200683594,N,270
id0000768,2,2016-02-03 07:39:00,2016-02-03 07:44:06,1,-74.006813049316406,40.707950592041016,-74.011253356933594,40.701980590820312,N,306
id0000772,1,2016-03-30 22:50:36,2016-03-30 22:58:17,1,-73.975494384765625,40.752262115478516,-73.993080139160156,40.729839324951172,N,461
id0000776,1,2016-05-09 19:11:38,2016-05-09 19:15:53,1,-73.998649597167969,40.745399475097656,-74.004875183105469,40.743255615234375,N,255
id0000777,1,2016-06-19 14:04:47,2016-06-19 14:05:14,1,-73.945480346679688,40.751594543457031,-73.945663452148438,40.751667022705078,N,27
id0000778,2,2016-04-16 08:07:27,2016-04-16 08:11:51,1,-73.974533081054687,40.746871948242188,-73.981727600097656,40.735744476318359,N,264
id0000780,2,2016-05-12 05:09:44,2016-05-12 05:28:29,1,-74.003913879394531,40.738315582275391,-73.871322631835938,40.774162292480469,N,1125
id0000781,1,2016-02-04 13:06:58,2016-02-04 13:14:14,1,-73.979965209960937,40.7657470703125,-73.961654663085937,40.77166748046875,Y,436
id0000787,1,2016-05-09 22:40:34,2016-05-09 23:01:21,1,-73.981498718261719,40.763103485107422,-73.877334594726563,40.737098693847656,N,1247
id0000788,1,2016-04-07 05:44:35,2016-04-07 05:49:27,3,-73.994087219238281,40.751178741455078,-73.979316711425781,40.761493682861328,N,292
id0000791,2,2016-01-11 06:44:29,2016-01-11 06:48:44,1,-73.985542297363281,40.723701477050781,-73.977394104003906,40.738513946533203,N,255
id0000796,2,2016-05-01 14:28:50,2016-05-01 14:31:34,2,-73.980712890625,40.733898162841797,-73.989532470703125,40.738361358642578,N,164
id0000798,2,2016-04-27 09:23:11,2016-04-27 09:26:16,2,-73.948356628417969,40.795078277587891,-73.957389831542969,40.800258636474609,N,185
id0000801,2,2016-02-02 16:14:44,2016-02-02 16:31:22,1,-73.977890014648437,40.759513854980469,-73.955795288085938,40.779617309570313,N,998
id0000803,2,2016-05-15 14:46:44,2016-05-15 15:10:58,5,-73.970001220703125,40.765167236328125,-74.0111083984375,40.716316223144531,N,1454
id0000804,1,2016-06-09 05:29:38,2016-06-09 05:42:35,1,-73.985458374023438,40.735637664794922,-73.870429992675781,40.773490905761719,N,777
id0000815,2,2016-01-11 09:17:03,2016-01-11 09:23:47,6,-74.002059936523438,40.730075836181641,-73.9901123046875,40.742702484130859,N,404
id0000819,1,2016-03-13 07:45:30,2016-03-13 07:59:51,1,-73.948554992675781,40.782184600830078,-73.861915588378906,40.768535614013672,N,861
id0000823,2,2016-05-02 21:02:38,2016-05-02 21:33:15,1,-73.86279296875,40.769054412841797,-74.006187438964844,40.734237670898438,N,1837
id0000824,2,2016-01-10 14:06:59,2016-01-10 14:12:34,1,-73.981437683105469,40.780986785888672,-73.978469848632812,40.773723602294922,N,335
id0000826,1,2016-02-04 10:36:42,2016-02-04 10:39:55,1,-73.987174987792969,40.733432769775391,-73.991981506347656,40.725872039794922,N,193
id0000830,2,2016-05-10 13:32:22,2016-05-10 13:42:15,4,-73.961151123046875,40.771800994873047,-73.951690673828125,40.769599914550781,N,593
id0000831,1,2016-04-04 08:57:22,2016-04-04 08:59:36,1,-73.994216918945313,40.745857238769531,-73.997474670410156,40.737327575683594,N,134
id0000832,2,2016-06-18 09:07:05,2016-06-18 09:32:47,1,-73.980361938476562,40.755290985107422,-73.783157348632812,40.648910522460938,N,1542
id0000833,1,2016-04-30 23:48:41,2016-05-01 00:00:46,2,-74.005622863769531,40.718379974365234,-73.98895263671875,40.7366943359375,N,725
id0000836,2,2016-03-23 13:36:19,2016-03-23 13:44:20,1,-73.94500732421875,40.787322998046875,-73.951911926269531,40.773387908935547,N,481
id0000838,1,2016-04-17 00:50:42,2016-04-17 00:58:18,1,-73.996116638183594,40.732467651367188,-73.982719421386719,40.725025177001953,N,456
id0000839,1,2016-03-10 08:26:10,2016-03-10 08:42:42,1,-73.946144104003906,40.780429840087891,-73.976211547851563,40.760848999023438,N,992
id0000841,2,2016-04-19 21:51:15,2016-04-19 22:10:37,1,-73.988883972167969,40.736503601074219,-73.963150024414063,40.693862915039062,N,1162
id0000843,2,2016-05-01 20:54:46,2016-05-01 20:59:18,2,-73.976341247558594,40.764919281005859,-73.973640441894531,40.75701904296875,N,272
id0000848,1,2016-04-23 00:17:40,2016-04-23 00:44:52,1,-73.997245788574219,40.722133636474609,-73.953880310058594,40.787799835205078,N,1632
id0000852,1,2016-03-16 23:39:42,2016-03-16 23:56:28,1,-74.000038146972656,40.717922210693359,-73.958160400390625,40.670204162597656,N,1006
id0000853,1,2016-01-21 15:40:57,2016-01-21 15:52:43,2,-73.992538452148438,40.748481750488281,-73.978263854980469,40.751117706298828,N,706
id0000856,2,2016-01-17 04:12:34,2016-01-17 04:30:58,1,-74.00634765625,40.733226776123047,-73.951850891113281,40.71087646484375,N,1104
id0000862,2,2016-04-17 10:50:37,2016-04-17 11:04:22,1,-73.986549377441406,40.722427368164062,-73.990455627441406,40.750045776367188,N,825
id0000864,2,2016-01-21 09:33:12,2016-01-21 09:55:56,1,-73.943008422851563,40.77777099609375,-73.975318908691406,40.735511779785156,N,1364
id0000871,1,2016-06-04 11:17:04,2016-06-04 11:19:32,1,-73.973228454589844,40.790428161621094,-73.965728759765625,40.800567626953125,N,148
id0000873,2,2016-05-06 22:42:28,2016-05-06 23:00:15,1,-73.981979370117187,40.757762908935547,-73.944259643554688,40.777294158935547,N,1067
id0000875,1,2016-05-23 15:33:43,2016-05-23 15:44:36,1,-73.975242614746094,40.755294799804688,-73.993057250976563,40.7330322265625,N,653
id0000876,2,2016-02-14 14:48:00,2016-02-14 15:04:21,2,-74.006881713867188,40.7041015625,-74.003410339355469,40.748748779296875,N,981
id0000877,2,2016-05-01 10:22:44,2016-05-01 10:48:18,1,-73.954246520996094,40.8060302734375,-73.968330383300781,40.762538909912109,N,1534
id0000882,2,2016-03-04 10:05:54,2016-03-04 10:36:29,6,-74.014732360839844,40.713840484619141,-73.870811462402344,40.774078369140625,N,1835
id0000883,1,2016-06-28 14:38:32,2016-06-28 15:17:02,1,-73.958305358886719,40.784385681152344,-73.990287780761719,40.750827789306641,N,2310
id0000884,1,2016-01-12 12:42:20,2016-01-12 12:45:17,1,-73.954231262207031,40.77020263671875,-73.954734802246094,40.776657104492188,N,177
id0000885,1,2016-01-06 06:24:15,2016-01-06 06:26:50,1,-73.990341186523438,40.748954772949219,-73.979774475097656,40.760452270507813,N,155
id0000888,2,2016-04-09 02:52:39,2016-04-09 02:56:56,2,-74.00250244140625,40.733634948730469,-74.001502990722656,40.741161346435547,N,257
id0000889,2,2016-01-25 12:31:08,2016-01-25 12:40:37,2,-73.977783203125,40.756820678710937,-73.988426208496094,40.744548797607422,N,569
id0000892,1,2016-06-13 10:56:55,2016-06-13 11:04:04,1,-73.979522705078125,40.781951904296875,-73.962066650390625,40.795307159423828,N,429
id0000893,1,2016-02-05 18:14:42,2016-02-05 18:16:55,1,-73.965423583984375,40.763263702392578,-73.957992553710938,40.773490905761719,N,133
id0000894,1,2016-06-03 08:43:55,2016-06-03 08:54:10,1,-73.983375549316406,40.754623413085938,-74.002616882324219,40.760669708251953,N,615
id0000895,1,2016-03-13 00:55:15,2016-03-13 01:13:56,1,-73.992233276367188,40.768878936767578,-73.920036315917969,40.765834808349609,N,1121
id0000900,1,2016-04-20 11:45:18,2016-04-20 12:09:19,1,-73.979789733886719,40.752651214599609,-73.885444641113281,40.771343231201172,N,1441
id0000905,1,2016-04-29 21:09:19,2016-04-29 21:15:14,1,-73.982261657714844,40.747802734375,-73.973396301269531,40.753170013427734,N,355
id0000906,2,2016-03-04 15:13:06,2016-03-04 15:50:37,1,-74.016395568847656,40.715267181396484,-73.97723388671875,40.760166168212891,N,2251
id0000907,2,2016-01-08 21:40:09,2016-01-08 21:54:23,2,-73.988052368164063,40.723823547363281,-73.964225769042969,40.756446838378906,N,854
id0000912,1,2016-05-11 19:56:29,2016-05-11 20:02:43,1,-73.948905944824219,40.801727294921875,-73.952552795410156,40.810798645019531,N,374
id0000913,2,2016-06-30 14:47:42,2016-06-30 15:52:12,2,-73.973747253417969,40.753761291503906,-73.885498046875,40.773189544677734,N,3870
id0000918,2,2016-06-17 16:05:15,2016-06-17 16:43:49,1,-73.985816955566406,40.758110046386719,-73.872512817382813,40.774551391601563,N,2314
id0000920,1,2016-02-28 20:22:06,2016-02-28 20:53:25,2,-73.776679992675781,40.645233154296875,-73.946693420410156,40.779876708984375,N,1879
id0000923,2,2016-04-10 08:19:36,2016-04-10 08:28:17,1,-73.976020812988281,40.735836029052734,-74.014488220214844,40.715373992919922,N,521
id0000925,2,2016-01-23 00:08:13,2016-01-23 00:17:26,2,-73.992813110351563,40.741470336914063,-73.976593017578125,40.745079040527344,N,553
id0000926,2,2016-05-07 03:32:58,2016-05-07 03:33:01,2,-74.033348083496094,40.729099273681641,-74.033348083496094,40.729099273681641,N,3
id0000928,1,2016-01-14 17:16:21,2016-01-14 17:45:27,1,-74.005523681640625,40.741073608398437,-73.954994201660156,40.777412414550781,N,1746
id0000931,1,2016-05-27 23:30:44,2016-05-27 23:40:38,3,-73.983665466308594,40.725795745849609,-73.988327026367188,40.721851348876953,N,594
id0000934,2,2016-03-23 20:41:21,2016-03-23 20:45:28,1,-73.948097229003906,40.782669067382813,-73.955909729003906,40.776271820068359,N,247
id0000935,2,2016-04-17 09:38:43,2016-04-17 09:54:10,1,-73.979217529296875,40.686668395996094,-74.006195068359375,40.743831634521484,N,927
id0000939,1,2016-03-01 20:51:45,2016-03-01 20:55:07,1,-73.960929870605469,40.781028747558594,-73.974372863769531,40.787582397460938,N,202
id0000942,1,2016-06-30 14:23:55,2016-06-30 15:26:02,1,-73.991424560546875,40.750156402587891,-73.872627258300781,40.774623870849609,N,3727
id0000946,2,2016-04-11 20:35:18,2016-04-11 20:53:53,2,-74.009689331054688,40.709331512451172,-73.992408752441406,40.748378753662109,N,1115
id0000948,2,2016-06-19 01:05:59,2016-06-19 01:16:37,1,-73.984748840332031,40.760341644287109,-73.996223449707031,40.732311248779297,N,638
id0000952,2,2016-05-23 12:15:05,2016-05-23 12:16:40,5,-73.967086791992187,40.793239593505859,-73.967781066894531,40.789558410644531,N,95
id0000953,1,2016-04-16 00:34:44,2016-04-16 00:45:00,1,-73.976829528808594,40.785846710205078,-73.985946655273438,40.758888244628906,N,616
id0000954,2,2016-02-18 00:09:46,2016-02-18 00:28:57,1,-73.999183654785156,40.722698211669922,-73.979049682617188,40.6700439453125,N,1151
id0000956,2,2016-03-16 10:04:29,2016-03-16 10:10:44,1,-73.963401794433594,40.771549224853516,-73.953361511230469,40.772380828857422,N,375
id0000959,1,2016-03-13 00:33:31,2016-03-13 00:43:44,1,-73.982803344726563,40.771644592285156,-73.996955871582031,40.745525360107422,N,613
id0000961,1,2016-01-22 23:33:04,2016-01-22 23:46:44,1,-73.982009887695313,40.765792846679688,-73.965042114257813,40.794364929199219,N,820
id0000963,2,2016-01-28 22:33:29,2016-01-28 22:47:29,6,-73.973381042480469,40.757877349853516,-73.993255615234375,40.752101898193359,N,840
id0000967,2,2016-02-27 15:30:56,2016-02-27 15:35:55,1,-73.972160339355469,40.755924224853516,-73.982284545898437,40.757041931152344,N,299
id0000968,2,2016-01-06 09:36:35,2016-01-06 09:54:12,5,-73.967613220214844,40.799659729003906,-73.966468811035156,40.768070220947266,N,1057
id0000969,2,2016-06-23 07:38:47,2016-06-23 07:42:14,1,-73.946876525878906,40.77642822265625,-73.95526123046875,40.773479461669922,N,207
id0000971,1,2016-04-12 17:27:08,2016-04-12 17:30:29,1,-73.982879638671875,40.747753143310547,-73.979721069335938,40.751991271972656,N,201
id0000973,1,2016-02-16 13:58:43,2016-02-16 14:01:42,1,-73.981643676757813,40.732799530029297,-73.986061096191406,40.736843109130859,N,179
id0000974,1,2016-01-12 10:20:48,2016-01-12 10:35:34,1,-74.001541137695312,40.715896606445313,-74.0059814453125,40.708484649658203,N,886
id0000978,2,2016-04-28 07:54:24,2016-04-28 08:06:27,1,-73.99139404296875,40.729972839355469,-73.975418090820313,40.75506591796875,N,723
id0000983,2,2016-02-01 06:40:37,2016-02-01 07:00:49,1,-73.777061462402344,40.646373748779297,-73.703338623046875,40.718002319335938,N,1212
id0000986,2,2016-05-13 17:17:48,2016-05-13 17:25:23,2,-73.992813110351563,40.6920166015625,-73.996498107910156,40.694690704345703,N,455
id0000988,2,2016-04-07 13:45:47,2016-04-07 13:59:56,1,-73.989013671875,40.73065185546875,-73.984504699707031,40.74566650390625,N,849
id0000991,2,2016-05-12 20:17:38,2016-05-12 20:34:20,2,-73.986412048339844,40.737789154052734,-73.947837829589844,40.781990051269531,N,1002
id0000994,1,2016-06-03 20:17:26,2016-06-03 20:37:08,1,-73.978439331054687,40.764568328857422,-74.004264831542969,40.750743865966797,N,1182
id0000996,2,2016-02-28 18:20:12,2016-02-28 18:31:35,1,-74.006782531738281,40.735641479492188,-74.007057189941406,40.708389282226563,N,683
id0000997,2,2016-05-20 10:46:42,2016-05-20 11:02:54,1,-73.9677734375,40.759357452392578,-73.972122192382813,40.743091583251953,N,972
id0000998,2,2016-03-23 22:33:25,2016-03-23 22:51:49,3,-73.971229553222656,40.757236480712891,-73.953125,40.807601928710937,N,1104
id0001001,1,2016-03-03 08:31:51,2016-03-03 08:53:16,1,-73.976768493652344,40.751537322998047,-73.989112854003906,40.756076812744141,N,1285
id0001002,2,2016-05-03 14:25:29,2016-05-03 14:36:47,1,-73.97039794921875,40.762340545654297,-73.956008911132813,40.781410217285156,N,678
id0001008,2,2016-05-06 12:29:00,2016-05-06 12:42:46,5,-74.002876281738281,40.760448455810547,-73.979263305664063,40.762550354003906,N,826
id0001012,2,2016-01-29 09:37:44,2016-01-29 09:52:29,6,-74.003181457519531,40.759651184082031,-74.003181457519531,40.759651184082031,N,885
id0001013,2,2016-03-07 11:36:31,2016-03-07 11:58:16,6,-73.976043701171875,40.759811401367188,-73.872611999511719,40.774341583251953,N,1305
id0001014,1,2016-04-18 01:13:34,2016-04-18 01:33:41,1,-73.9539794921875,40.764026641845703,-73.909469604492188,40.887985229492188,N,1207
id0001015,1,2016-04-20 18:28:19,2016-04-20 18:48:04,1,-73.991470336914063,40.750007629394531,-73.993507385253906,40.736213684082031,N,1185
id0001016,1,2016-04-12 12:09:06,2016-04-12 12:38:27,1,-74.012763977050781,40.70245361328125,-73.996009826660156,40.730255126953125,N,1761
id0001025,2,2016-05-17 07:00:23,2016-05-17 07:03:51,1,-73.952369689941406,40.772941589355469,-73.949790954589844,40.784538269042969,N,208
id0001027,1,2016-04-29 09:02:03,2016-04-29 09:10:15,1,-73.998283386230469,40.722782135009766,-74.004730224609375,40.707164764404297,N,492
id0001032,2,2016-05-14 09:47:48,2016-05-14 09:53:06,1,-73.998092651367188,40.682548522949219,-73.991043090820313,40.689250946044922,N,318
id0001034,1,2016-03-09 09:41:28,2016-03-09 10:16:38,1,-73.998939514160156,40.719844818115234,-73.947540283203125,40.833568572998047,N,2110
id0001039,1,2016-05-11 08:46:55,2016-05-11 09:02:12,1,-73.981636047363281,40.746974945068359,-73.982566833496094,40.759819030761719,N,917
id0001040,1,2016-03-22 13:46:35,2016-03-22 14:07:16,1,-73.97998046875,40.743350982666016,-73.980354309082031,40.759883880615234,N,1241
id0001043,2,2016-06-30 08:22:38,2016-06-30 08:37:16,1,-73.982933044433594,40.730800628662109,-73.974632263183594,40.753810882568359,N,878
